Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
266,The Legend of Zelda: A Link to the Past,SNES,1992,Adventure,Nintendo,2.42,0.91,1.15,0.13,4.61
267,Forza Motorsport 4,X360,2011,Racing,Microsoft Studios,2.08,1.98,0.06,0.49,4.6
268,The Legend of Zelda: The Wind Waker,GC,2003,Adventure,Nintendo,2.6,0.99,0.89,0.13,4.6
269,Guitar Hero III: Legends of Rock,Wii,2007,Misc,RedOctane,3.04,1.12,0.0,0.44,4.6
270,FIFA 15,PS3,2014,Sports,EA Sports,0.59,3.25,0.04,0.68,4.56
271,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.97,0.22,0.48,4.54
272,Overwatch,PS4,2016,Shooter,Blizzard Entertainment,1.84,1.8,0.17,0.73,4.54
273,Madden NFL 2005,PS2,2004,Sports,EA Sports,4.18,0.26,0.01,0.08,4.53
274,Guitar Hero III: Legends of Rock,X360,2007,Misc,RedOctane,3.19,0.91,0.01,0.42,4.53
275,Star Wars Battlefront II (2017),PS4,2017,Shooter,Electronic Arts,1.7,1.99,0.12,0.73,4.53
276,Pitfall!,2600,1982,Platform,Activision,4.21,0.24,0.0,0.05,4.5
277,Madden NFL 07,PS2,2006,Sports,EA Sports,3.63,0.24,0.01,0.61,4.49
278,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48
279,Dragon Quest VII,PS,2001,Role-Playing,Enix,0.2,0.14,4.1,0.02,4.47
280,The Elder Scrolls IV: Oblivion,X360,2009,Role-Playing,Take-Two Interactive,2.89,1.03,0.13,0.41,4.47
281,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
282,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41
283,Winning Eleven: Pro Evolution Soccer 2007,PS2,2007,Sports,Konami,0.1,2.39,1.05,0.86,4.39
284,Zelda II: The Adventure of Link,NES,1988,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
285,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.37
286,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.49,2.04,0.16,0.69,4.37
287,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
288,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.76,4.37
289,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,1.29,2.06,0.36,0.64,4.36
290,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.81,1.13,0.0,0.41,4.34
291,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34
292,Kingdom Hearts II,PS2,2006,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
293,Watch Dogs,PS4,2014,Action-Adventure,Ubisoft,1.4,2.13,0.11,0.68,4.32
294,Asteroids,2600,1981,Shooter,Atari,4.0,0.26,0.0,0.05,4.31
295,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.26,1.33,0.07,0.63,4.28
296,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.28
297,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.59,1.81,0.2,0.67,4.27
298,Namco Museum,GBA,2001,Misc,Namco,3.0,1.11,0.05,0.07,4.24
299,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.77,4.23
300,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.03,0.1,0.69,4.23
301,Metal Gear Solid 3: Snake Eater,PS2,2004,Action-Adventure,Konami,1.46,0.0,0.83,1.93,4.23
302,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.28,1.47,0.04,0.44,4.22
303,Warcraft II: Tides of Darkness,PC,1996,Strategy,Blizzard Entertainment,1.7,2.27,0.0,0.23,4.21
304,FIFA Soccer 06,PS2,2005,Sports,EA Sports,0.78,2.55,0.04,0.84,4.21
305,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
306,Gran Turismo 5 Prologue,PS3,2008,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.52,4.2
307,Street Fighter IV,PS3,2009,Fighting,Capcom,2.04,1.05,0.59,0.52,4.19
308,FIFA Soccer 12,X360,2011,Sports,EA Sports,0.85,2.79,0.02,0.52,4.18
309,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.79,1.64,0.05,0.69,4.17
310,Teenage Mutant Ninja Turtles,NES,1989,Platform,Ultra Games,3.38,0.44,0.31,0.04,4.17
311,Excitebike,NES,1985,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
312,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16
313,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.49,1.26,0.02,0.38,4.15
314,FIFA 14,X360,2013,Sports,EA Sports,0.94,2.92,0.01,0.29,4.15
315,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.69,0.73,0.29,4.15
316,Madden NFL 2003,PS2,2002,Sports,EA Sports,3.36,0.21,0.01,0.56,4.14
317,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.25,2.16,0.09,0.65,4.14
318,Destiny 2,PS4,2017,Shooter,Activision,1.92,1.44,0.1,0.69,4.14
319,Half-Life,PC,1998,Shooter,Sierra Entertainment,4.03,0.0,0.09,0.0,4.12
320,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
321,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive,1.65,1.68,0.11,0.66,4.11
322,FIFA 07 Soccer,PS2,2006,Sports,EA Sports,0.71,2.48,0.03,0.89,4.11
323,The Sims 4,PC,2014,Simulation,Electronic Arts,1.2,2.6,0.0,0.3,4.1
324,Street Fighter II Turbo,SNES,1993,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
325,World of Warcraft: The Burning Crusade,PC,2007,MMO,Blizzard Entertainment,2.57,1.52,0.0,0.0,4.09
326,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.67,1.03,0.04,0.34,4.08
327,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
328,Assassin's Creed Origins,PS4,2017,Action,Ubisoft,1.22,2.11,0.11,0.63,4.06
329,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.18,2.14,0.11,0.63,4.06
330,Carnival Games,Wii,2007,Misc,Global Star Software,2.12,1.47,0.05,0.42,4.06
331,World Soccer Winning Eleven 9,PS2,2006,Sports,Konami,0.12,2.26,0.9,0.77,4.06
332,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05
333,Namco Museum Vol.3,PS,1997,Misc,Namco,2.28,1.55,0.16,0.06,4.05
334,Tekken Tag Tournament,PS2,2000,Fighting,Namco,1.68,1.51,0.51,0.35,4.05
335,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
336,Golf,NES,1985,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
337,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.18,1.15,0.07,0.61,4.0
338,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.18,2.25,0.0,0.56,3.99
339,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco,2.08,1.35,0.0,0.54,3.98
340,NBA 2K16,PS4,2015,Sports,2K Sports,2.56,0.66,0.05,0.71,3.98
341,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.88,0.05,0.38,3.97
342,The Legend of Zelda: Skyward Sword,Wii,2011,Adventure,Nintendo,2.03,1.18,0.37,0.39,3.96
343,Monster Hunter 4 Ultimate,3DS,2015,Role-Playing,Capcom,0.72,0.49,2.63,0.12,3.96
344,Far Cry 5,PS4,2018,Action,Ubisoft,1.44,1.73,0.15,0.62,3.95
345,Professor Layton and the Diabolical Box,DS,2009,Adventure,Nintendo,0.9,1.76,0.92,0.37,3.95
346,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.4,1.74,0.19,0.62,3.94
347,Assassin's Creed IV: Black Flag,PS3,2013,Action-Adventure,Ubisoft,1.34,1.86,0.13,0.62,3.94
348,Forza Horizon 3,XOne,2016,Racing,Microsoft Studios,1.64,1.96,0.02,0.32,3.93
349,EA Sports Active,Wii,2009,Sports,EA Sports,2.11,1.35,0.06,0.4,3.93
350,Donkey Kong Land,GB,1995,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
351,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9
352,Just Dance 2014,Wii,2013,Music,Ubisoft,1.91,1.66,0.0,0.33,3.89
353,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.15,1.13,0.1,0.5,3.88
354,Tekken 5,PS2,2005,Fighting,Namco,0.93,1.94,0.31,0.7,3.87
355,MotorStorm,PS3,2007,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.87
356,Dragon Quest III,NES,1992,Role-Playing,Enix,0.1,0.0,3.77,0.0,3.87
357,World Soccer Winning Eleven 8 International,PS2,2005,Sports,Konami,0.16,1.89,1.12,0.68,3.85
358,Namco Museum Vol.1,PS,1996,Misc,Namco,2.12,1.44,0.22,0.06,3.84
359,The Legend of Zelda: Link's Awakening,GB,1993,Adventure,Nintendo,2.21,0.96,0.54,0.13,3.83
360,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83
361,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79
362,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.27,3.77
363,Resident Evil Director's Cut,PS,1997,Action,Capcom,1.82,1.24,0.47,0.25,3.77
364,Gran Turismo Sport,PS4,2017,Racing,Sony Interactive Entertainment,0.63,2.35,0.24,0.54,3.77
365,LEGO Indiana Jones: The Original Adventures,X360,2008,Adventure,LucasArts,2.4,1.01,0.0,0.36,3.76
366,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
367,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.86,3.75
368,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
369,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.87,0.59,0.32,3.73
370,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.9,0.27,0.43,3.72
371,Resident Evil 3: Nemesis,PS,1999,Action,Capcom,1.3,0.77,1.54,0.11,3.72
372,FIFA 17,XOne,2016,Sports,Electronic Arts,1.04,2.4,0.0,0.27,3.71
373,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
374,FIFA Soccer 2005,PS2,2004,Sports,EA Sports,0.58,2.48,0.04,0.59,3.7
375,Pokémon Trading Card Game,GB,2000,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
376,Tomodachi Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67
377,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
378,Midnight Club 3: DUB Edition,PSP,2005,Racing,Rockstar Games,1.65,1.22,0.0,0.79,3.66
379,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.6,0.08,0.4,3.66
380,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,3DS,2016,Role-Playing,Nintendo,0.22,0.2,3.19,0.04,3.65
381,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
382,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
383,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.31,1.5,0.27,0.55,3.64
384,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
385,Pokémon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
386,Pro Evolution Soccer 2008,PS2,2008,Sports,Konami,0.05,0.0,0.64,2.93,3.63
387,FIFA Soccer 10,PS3,2009,Sports,EA Sports,0.6,2.46,0.05,0.52,3.63
388,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
389,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62
390,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Studios,2.88,0.37,0.0,0.37,3.62
391,Star Wars Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
392,Doom II,PC,1994,Shooter,GT Interactive,2.05,1.4,0.0,0.16,3.61
393,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
394,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
395,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.9,2.06,0.08,0.55,3.6
396,Star Wars Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
397,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.34,0.9,0.0,0.34,3.58
398,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,Majesco,1.6,1.49,0.1,0.39,3.58
399,WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
400,The Legend of Zelda: A Link Between Worlds,3DS,2013,Adventure,Nintendo,1.53,1.31,0.47,0.26,3.57
401,Monster Hunter Generations,3DS,2016,Action,Capcom,0.42,0.26,2.82,0.07,3.56
402,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56
403,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.16,1.05,0.02,0.32,3.54
404,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Rockstar Games,1.56,1.4,0.07,0.5,3.54
405,The Getaway,PS2,2003,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
406,Tomb Raider III: Adventures of Lara Croft,PS,1998,Adventure,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
407,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.24,0.95,0.02,0.33,3.54
408,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment America,0.77,1.87,0.41,0.49,3.54
409,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.87,0.39,0.03,0.25,3.53
410,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
411,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
412,Resident Evil 5,X360,2009,Action,Capcom,2.13,0.93,0.12,0.34,3.53
413,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52
414,NBA 2K17,PS4,2016,Sports,2K Sports,2.28,0.59,0.03,0.63,3.52
415,FIFA Soccer 11,X360,2010,Sports,EA Sports,0.71,2.39,0.02,0.4,3.52
416,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
417,Left 4 Dead,X360,2008,Shooter,Valve Corporation,2.66,0.49,0.05,0.31,3.52
418,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
419,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
420,FIFA Soccer 2004,PS2,2003,Sports,EA Sports,0.59,2.36,0.04,0.51,3.49
421,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.94,0.94,0.0,0.61,3.49
422,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.11,1.01,0.04,0.33,3.48
423,Borderlands,X360,2009,Shooter,2K Games,2.43,0.72,0.03,0.3,3.48
424,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.21,1.63,0.27,0.37,3.47
425,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46
426,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.8,0.73,0.34,3.45
427,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.27,0.94,1.03,0.21,3.45
428,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Studios,2.06,1.04,0.03,0.31,3.44
429,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44
430,LEGO Batman: The Videogame,X360,2008,Adventure,Warner Bros. Interactive,2.07,1.04,0.0,0.34,3.44
431,Tekken 4,PS2,2002,Fighting,Namco,1.55,1.27,0.33,0.29,3.44
432,FIFA 14,PS4,2013,Sports,EA Sports,0.62,2.18,0.12,0.51,3.43
433,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.07,0.06,0.47,3.43
434,Final Fantasy III,SNES,1994,Role-Playing,Square,0.86,0.0,2.55,0.02,3.42
435,Grand Theft Auto 2,PS,1999,Action,Rockstar Games,1.13,2.07,0.0,0.22,3.42
436,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.71,1.1,1.45,0.15,3.41
437,Destiny,XOne,2014,Shooter,Activision,2.17,0.92,0.0,0.32,3.41
438,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
439,F-1 Race,GB,1991,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
440,FIFA Soccer 2003,PS2,2002,Sports,EA Sports,0.46,2.28,0.05,0.61,3.4
441,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
442,Gears of War 4,XOne,2016,Shooter,Microsoft Studios,2.17,0.9,0.0,0.32,3.38
443,The Elder Scrolls V: Skyrim Special Edition,PS4,2016,Role-Playing,Bethesda Softworks,1.24,1.5,0.08,0.54,3.36
444,Watch Dogs 2,PS4,2016,Action,Ubisoft,0.98,1.74,0.12,0.52,3.36
445,The Legend of Zelda: Majora's Mask,N64,2000,Adventure,Nintendo,1.9,0.67,0.73,0.06,3.36
446,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
447,Assassin's Creed IV: Black Flag,X360,2013,Action-Adventure,Ubisoft,1.9,1.14,0.01,0.3,3.34
448,NBA 2K18,PS4,2017,Sports,2K Sports,2.13,0.57,0.04,0.59,3.34
449,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
450,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33
451,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
452,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
453,The Legend of Zelda: Spirit Tracks,DS,2009,Adventure,Nintendo,1.4,0.92,0.74,0.26,3.32
454,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
455,Resident Evil VII: Biohazard,PS4,2017,Action,Capcom,0.88,1.56,0.41,0.46,3.31
456,Max Payne,PS2,2001,Shooter,Rockstar Games,1.99,1.05,0.05,0.22,3.31
457,Madden NFL 16,PS4,2015,Sports,EA Sports,2.39,0.31,0.0,0.61,3.3
458,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
459,Professor Layton and the Unwound Future,DS,2010,Adventure,Nintendo,0.61,1.58,0.82,0.27,3.28
460,Madden NFL 17,PS4,2016,Sports,EA Sports,2.3,0.37,0.0,0.6,3.28
461,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
462,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.79,0.1,0.5,3.27
463,FIFA 16,XOne,2015,Sports,EA Sports,0.92,2.1,0.0,0.24,3.25
464,Wii Music,Wii,2008,Music,Nintendo,1.35,1.12,0.46,0.32,3.25
465,Tekken,PS,1995,Fighting,Namco,0.95,1.3,0.77,0.22,3.24
466,Super Mario Maker,3DS,2016,Platform,Nintendo,0.78,1.04,1.25,0.16,3.23
467,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
468,L.A. Noire,PS3,2011,Adventure,Rockstar Games,1.29,1.31,0.12,0.49,3.21
469,Baseball,NES,1985,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
470,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
471,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
472,Mario Party 9,Wii,2012,Party,Nintendo,1.06,1.15,0.77,0.22,3.2
473,Crisis Core: Final Fantasy VII,PSP,2008,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
474,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.19
475,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix,0.0,0.0,3.19,0.0,3.19
476,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.03,1.6,0.05,0.51,3.19
477,Assassin's Creed IV: Black Flag,PS4,2013,Action-Adventure,Ubisoft,1.07,1.55,0.06,0.51,3.19
478,Dance Central,X360,2010,Music,MTV Games,2.15,0.76,0.01,0.26,3.18
479,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
480,Assassin's Creed Odyssey,PS4,2018,Action-Adventure,Ubisoft,1.18,1.4,0.09,0.51,3.18
481,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.54,1.04,0.1,0.49,3.17
482,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Namco,2.06,0.56,0.38,0.17,3.17
483,Animal Crossing,GC,2002,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
484,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14
485,FIFA Soccer 08,PS2,2007,Sports,EA Sports,0.68,0.0,0.0,2.46,3.14
486,FIFA 18,XOne,2017,Sports,EA Sports,0.98,1.92,0.0,0.23,3.14
487,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
488,Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.13
489,Personal Trainer: Cooking,DS,2008,Misc,Nintendo,0.91,1.01,1.03,0.17,3.13
490,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
491,Star Wars Episode I Racer,N64,1999,Racing,LucasArts,2.31,0.62,0.14,0.04,3.12
492,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Bethesda Softworks,1.69,0.86,0.14,0.44,3.12
493,Dragon Quest IV,NES,1992,Role-Playing,Enix,0.08,0.0,3.03,0.01,3.12
494,Rhythm Heaven,DS,2009,Music,Nintendo,0.55,0.5,1.93,0.14,3.12
495,Resident Evil 6,PS3,2012,Action,Capcom,0.88,0.97,0.88,0.39,3.12
496,Tom Clancy's Ghost Recon Wildlands,PS4,2017,Shooter,Ubisoft,1.07,1.35,0.22,0.47,3.12
497,NBA 2K13,X360,2012,Sports,2K Sports,2.62,0.21,0.01,0.28,3.11
498,Titanfall,XOne,2014,Shooter,Electronic Arts,1.88,0.91,0.04,0.28,3.11
499,Bloodborne,PS4,2015,Role-Playing,Sony Computer Entertainment,1.3,1.05,0.28,0.48,3.11
500,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1
501,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
502,Madden NFL 2002,PS2,2001,Sports,EA Sports,2.5,0.16,0.01,0.42,3.08
503,World Class Track Meet,NES,1987,Sports,Bandai,1.92,0.45,0.64,0.07,3.08
504,LEGO Batman: The Videogame,Wii,2008,Adventure,Warner Bros. Interactive,1.8,0.98,0.0,0.29,3.08
505,Saints Row 2,X360,2008,Action,THQ,1.98,0.79,0.02,0.28,3.07
506,Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
507,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
508,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
509,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.24,0.06,0.48,3.06
510,LEGO Batman: The Videogame,DS,2008,Adventure,Warner Bros. Interactive,1.75,1.02,0.0,0.29,3.06
511,Borderlands 2,X360,2013,Shooter,2K Games,1.89,0.88,0.04,0.26,3.06
512,Kung Fu Panda,X360,2008,Platform,Activision,1.91,0.84,0.0,0.29,3.05
513,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04
514,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,0.97,1.15,0.5,0.42,3.04
515,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
516,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
517,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.58,0.08,0.47,3.02
518,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
519,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
520,Disney Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.23,3.02
521,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.46,3.02
522,inFAMOUS: Second Son,PS4,2014,Action-Adventure,Sony Computer Entertainment,1.35,1.09,0.07,0.5,3.01
523,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
524,WWE SmackDown! vs. Raw 2006,PS2,2005,Fighting,THQ,1.57,1.02,0.0,0.41,3.0
525,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
526,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
527,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.42,2.99
528,World Soccer Winning Eleven 6 International,PS2,2003,Sports,Konami,0.12,1.26,1.16,0.45,2.99
529,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
530,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.33,0.02,0.25,2.98
531,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.59,1.01,0.0,0.37,2.97
