Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
266,Guitar Hero III: Legends of Rock,Wii,2007,Misc,RedOctane,3.04,1.12,0.0,0.44,4.6
267,Forza Motorsport 4,X360,2011,Racing,Microsoft Studios,2.08,1.98,0.06,0.49,4.6
268,The Legend of Zelda: The Wind Waker,GC,2003,Adventure,Nintendo,2.6,0.99,0.89,0.13,4.6
269,FIFA 15,PS3,2014,Sports,EA Sports,0.59,3.25,0.04,0.68,4.56
270,Overwatch,PS4,2016,Shooter,Blizzard Entertainment,1.84,1.8,0.17,0.73,4.54
271,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.97,0.22,0.48,4.54
272,Guitar Hero III: Legends of Rock,X360,2007,Misc,RedOctane,3.19,0.91,0.01,0.42,4.53
273,Star Wars Battlefront II (2017),PS4,2017,Shooter,Electronic Arts,1.7,1.99,0.12,0.73,4.53
274,Madden NFL 2005,PS2,2004,Sports,EA Sports,4.18,0.26,0.01,0.08,4.53
275,Pitfall!,2600,1982,Platform,Activision,4.21,0.24,0.0,0.05,4.5
276,Madden NFL 07,PS2,2006,Sports,EA Sports,3.63,0.24,0.01,0.61,4.49
277,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48
278,The Elder Scrolls IV: Oblivion,X360,2009,Role-Playing,Take-Two Interactive,2.89,1.03,0.13,0.41,4.47
279,Dragon Quest VII,PS,2001,Role-Playing,Enix,0.2,0.14,4.1,0.02,4.47
280,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
281,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41
282,Winning Eleven: Pro Evolution Soccer 2007,PS2,2007,Sports,Konami,0.1,2.39,1.05,0.86,4.39
283,Zelda II: The Adventure of Link,NES,1988,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
284,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.37
285,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
286,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.76,4.37
287,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.49,2.04,0.16,0.69,4.37
288,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,1.29,2.06,0.36,0.64,4.36
289,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34
290,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.81,1.13,0.0,0.41,4.34
291,Kingdom Hearts II,PS2,2006,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
292,Watch Dogs,PS4,2014,Action-Adventure,Ubisoft,1.4,2.13,0.11,0.68,4.32
293,Asteroids,2600,1981,Shooter,Atari,4.0,0.26,0.0,0.05,4.31
294,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.28
295,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.26,1.33,0.07,0.63,4.28
296,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.59,1.81,0.2,0.67,4.27
297,Namco Museum,GBA,2001,Misc,Namco,3.0,1.11,0.05,0.07,4.24
298,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.77,4.23
299,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.03,0.1,0.69,4.23
300,Metal Gear Solid 3: Snake Eater,PS2,2004,Action-Adventure,Konami,1.46,0.0,0.83,1.93,4.23
301,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.28,1.47,0.04,0.44,4.22
302,FIFA Soccer 06,PS2,2005,Sports,EA Sports,0.78,2.55,0.04,0.84,4.21
303,Warcraft II: Tides of Darkness,PC,1996,Strategy,Blizzard Entertainment,1.7,2.27,0.0,0.23,4.21
304,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
305,Gran Turismo 5 Prologue,PS3,2008,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.52,4.2
306,Street Fighter IV,PS3,2009,Fighting,Capcom,2.04,1.05,0.59,0.52,4.19
307,FIFA Soccer 12,X360,2011,Sports,EA Sports,0.85,2.79,0.02,0.52,4.18
308,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.79,1.64,0.05,0.69,4.17
309,Teenage Mutant Ninja Turtles,NES,1989,Platform,Ultra Games,3.38,0.44,0.31,0.04,4.17
310,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16
311,Excitebike,NES,1985,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
312,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.49,1.26,0.02,0.38,4.15
313,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.69,0.73,0.29,4.15
314,FIFA 14,X360,2013,Sports,EA Sports,0.94,2.92,0.01,0.29,4.15
315,Madden NFL 2003,PS2,2002,Sports,EA Sports,3.36,0.21,0.01,0.56,4.14
316,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.25,2.16,0.09,0.65,4.14
317,Destiny 2,PS4,2017,Shooter,Activision,1.92,1.44,0.1,0.69,4.14
318,Half-Life,PC,1998,Shooter,Sierra Entertainment,4.03,0.0,0.09,0.0,4.12
319,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
320,FIFA 07 Soccer,PS2,2006,Sports,EA Sports,0.71,2.48,0.03,0.89,4.11
321,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive,1.65,1.68,0.11,0.66,4.11
322,The Sims 4,PC,2014,Simulation,Electronic Arts,1.2,2.6,0.0,0.3,4.1
323,Street Fighter II Turbo,SNES,1993,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
324,World of Warcraft: The Burning Crusade,PC,2007,MMO,Blizzard Entertainment,2.57,1.52,0.0,0.0,4.09
325,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.67,1.03,0.04,0.34,4.08
326,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
327,Carnival Games,Wii,2007,Misc,Global Star Software,2.12,1.47,0.05,0.42,4.06
328,World Soccer Winning Eleven 9,PS2,2006,Sports,Konami,0.12,2.26,0.9,0.77,4.06
329,Assassin's Creed Origins,PS4,2017,Action,Ubisoft,1.22,2.11,0.11,0.63,4.06
330,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.18,2.14,0.11,0.63,4.06
331,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05
332,Namco Museum Vol.3,PS,1997,Misc,Namco,2.28,1.55,0.16,0.06,4.05
333,Tekken Tag Tournament,PS2,2000,Fighting,Namco,1.68,1.51,0.51,0.35,4.05
334,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
335,Golf,NES,1985,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
336,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.18,1.15,0.07,0.61,4.0
337,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.18,2.25,0.0,0.56,3.99
338,NBA 2K16,PS4,2015,Sports,2K Sports,2.56,0.66,0.05,0.71,3.98
339,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco,2.08,1.35,0.0,0.54,3.98
340,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.88,0.05,0.38,3.97
341,The Legend of Zelda: Skyward Sword,Wii,2011,Adventure,Nintendo,2.03,1.18,0.37,0.39,3.96
342,Monster Hunter 4 Ultimate,3DS,2015,Role-Playing,Capcom,0.72,0.49,2.63,0.12,3.96
343,Far Cry 5,PS4,2018,Action,Ubisoft,1.44,1.73,0.15,0.62,3.95
344,Professor Layton and the Diabolical Box,DS,2009,Adventure,Nintendo,0.9,1.76,0.92,0.37,3.95
345,Assassin's Creed IV: Black Flag,PS3,2013,Action-Adventure,Ubisoft,1.34,1.86,0.13,0.62,3.94
346,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.4,1.74,0.19,0.62,3.94
347,EA Sports Active,Wii,2009,Sports,EA Sports,2.11,1.35,0.06,0.4,3.93
348,Forza Horizon 3,XOne,2016,Racing,Microsoft Studios,1.64,1.96,0.02,0.32,3.93
349,Donkey Kong Land,GB,1995,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
350,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9
351,Just Dance 2014,Wii,2013,Music,Ubisoft,1.91,1.66,0.0,0.33,3.89
352,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.15,1.13,0.1,0.5,3.88
353,Dragon Quest III,NES,1992,Role-Playing,Enix,0.1,0.0,3.77,0.0,3.87
354,Tekken 5,PS2,2005,Fighting,Namco,0.93,1.94,0.31,0.7,3.87
355,MotorStorm,PS3,2007,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.87
356,World Soccer Winning Eleven 8 International,PS2,2005,Sports,Konami,0.16,1.89,1.12,0.68,3.85
357,Namco Museum Vol.1,PS,1996,Misc,Namco,2.12,1.44,0.22,0.06,3.84
358,The Legend of Zelda: Link's Awakening,GB,1993,Adventure,Nintendo,2.21,0.96,0.54,0.13,3.83
359,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83
360,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79
361,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.27,3.77
362,Gran Turismo Sport,PS4,2017,Racing,Sony Interactive Entertainment,0.63,2.35,0.24,0.54,3.77
363,Resident Evil Director's Cut,PS,1997,Action,Capcom,1.82,1.24,0.47,0.25,3.77
364,LEGO Indiana Jones: The Original Adventures,X360,2008,Adventure,LucasArts,2.4,1.01,0.0,0.36,3.76
365,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
366,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.86,3.75
367,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
368,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.87,0.59,0.32,3.73
369,Resident Evil 3: Nemesis,PS,1999,Action,Capcom,1.3,0.77,1.54,0.11,3.72
370,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.9,0.27,0.43,3.72
371,FIFA 17,XOne,2016,Sports,Electronic Arts,1.04,2.4,0.0,0.27,3.71
372,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
373,FIFA Soccer 2005,PS2,2004,Sports,EA Sports,0.58,2.48,0.04,0.59,3.7
374,Pokémon Trading Card Game,GB,2000,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
375,Tomodachi Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67
376,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
377,Midnight Club 3: DUB Edition,PSP,2005,Racing,Rockstar Games,1.65,1.22,0.0,0.79,3.66
378,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.6,0.08,0.4,3.66
379,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,3DS,2016,Role-Playing,Nintendo,0.22,0.2,3.19,0.04,3.65
380,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
381,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
382,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
383,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.31,1.5,0.27,0.55,3.64
384,Pokémon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
385,Pro Evolution Soccer 2008,PS2,2008,Sports,Konami,0.05,0.0,0.64,2.93,3.63
386,FIFA Soccer 10,PS3,2009,Sports,EA Sports,0.6,2.46,0.05,0.52,3.63
387,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
388,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Studios,2.88,0.37,0.0,0.37,3.62
389,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62
390,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
391,Star Wars Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
392,Doom II,PC,1994,Shooter,GT Interactive,2.05,1.4,0.0,0.16,3.61
393,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
394,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.9,2.06,0.08,0.55,3.6
395,Star Wars Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
396,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,Majesco,1.6,1.49,0.1,0.39,3.58
397,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.34,0.9,0.0,0.34,3.58
398,WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
399,The Legend of Zelda: A Link Between Worlds,3DS,2013,Adventure,Nintendo,1.53,1.31,0.47,0.26,3.57
400,Monster Hunter Generations,3DS,2016,Action,Capcom,0.42,0.26,2.82,0.07,3.56
401,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56
402,Tomb Raider III: Adventures of Lara Croft,PS,1998,Adventure,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
403,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Rockstar Games,1.56,1.4,0.07,0.5,3.54
404,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment America,0.77,1.87,0.41,0.49,3.54
405,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.24,0.95,0.02,0.33,3.54
406,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.16,1.05,0.02,0.32,3.54
407,The Getaway,PS2,2003,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
408,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.87,0.39,0.03,0.25,3.53
409,Resident Evil 5,X360,2009,Action,Capcom,2.13,0.93,0.12,0.34,3.53
410,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
411,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
412,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
413,FIFA Soccer 11,X360,2010,Sports,EA Sports,0.71,2.39,0.02,0.4,3.52
414,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52
415,NBA 2K17,PS4,2016,Sports,2K Sports,2.28,0.59,0.03,0.63,3.52
416,Left 4 Dead,X360,2008,Shooter,Valve Corporation,2.66,0.49,0.05,0.31,3.52
417,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
418,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
419,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.94,0.94,0.0,0.61,3.49
420,FIFA Soccer 2004,PS2,2003,Sports,EA Sports,0.59,2.36,0.04,0.51,3.49
421,Borderlands,X360,2009,Shooter,2K Games,2.43,0.72,0.03,0.3,3.48
422,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.11,1.01,0.04,0.33,3.48
423,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.21,1.63,0.27,0.37,3.47
424,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46
425,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.27,0.94,1.03,0.21,3.45
426,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.8,0.73,0.34,3.45
427,LEGO Batman: The Videogame,X360,2008,Adventure,Warner Bros. Interactive,2.07,1.04,0.0,0.34,3.44
428,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Studios,2.06,1.04,0.03,0.31,3.44
429,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44
430,Tekken 4,PS2,2002,Fighting,Namco,1.55,1.27,0.33,0.29,3.44
431,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.07,0.06,0.47,3.43
432,FIFA 14,PS4,2013,Sports,EA Sports,0.62,2.18,0.12,0.51,3.43
433,Final Fantasy III,SNES,1994,Role-Playing,Square,0.86,0.0,2.55,0.02,3.42
434,Grand Theft Auto 2,PS,1999,Action,Rockstar Games,1.13,2.07,0.0,0.22,3.42
435,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.71,1.1,1.45,0.15,3.41
436,Destiny,XOne,2014,Shooter,Activision,2.17,0.92,0.0,0.32,3.41
437,F-1 Race,GB,1991,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
438,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
439,FIFA Soccer 2003,PS2,2002,Sports,EA Sports,0.46,2.28,0.05,0.61,3.4
440,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
441,Gears of War 4,XOne,2016,Shooter,Microsoft Studios,2.17,0.9,0.0,0.32,3.38
442,The Legend of Zelda: Majora's Mask,N64,2000,Adventure,Nintendo,1.9,0.67,0.73,0.06,3.36
443,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
444,The Elder Scrolls V: Skyrim Special Edition,PS4,2016,Role-Playing,Bethesda Softworks,1.24,1.5,0.08,0.54,3.36
445,Watch Dogs 2,PS4,2016,Action,Ubisoft,0.98,1.74,0.12,0.52,3.36
446,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
447,Assassin's Creed IV: Black Flag,X360,2013,Action-Adventure,Ubisoft,1.9,1.14,0.01,0.3,3.34
448,NBA 2K18,PS4,2017,Sports,2K Sports,2.13,0.57,0.04,0.59,3.34
449,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33
450,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
451,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
452,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
453,The Legend of Zelda: Spirit Tracks,DS,2009,Adventure,Nintendo,1.4,0.92,0.74,0.26,3.32
454,Max Payne,PS2,2001,Shooter,Rockstar Games,1.99,1.05,0.05,0.22,3.31
455,Resident Evil VII: Biohazard,PS4,2017,Action,Capcom,0.88,1.56,0.41,0.46,3.31
456,Madden NFL 16,PS4,2015,Sports,EA Sports,2.39,0.31,0.0,0.61,3.3
457,Professor Layton and the Unwound Future,DS,2010,Adventure,Nintendo,0.61,1.58,0.82,0.27,3.28
458,Madden NFL 17,PS4,2016,Sports,EA Sports,2.3,0.37,0.0,0.6,3.28
459,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
460,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
461,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.79,0.1,0.5,3.27
462,FIFA 16,XOne,2015,Sports,EA Sports,0.92,2.1,0.0,0.24,3.25
463,Wii Music,Wii,2008,Music,Nintendo,1.35,1.12,0.46,0.32,3.25
464,Tekken,PS,1995,Fighting,Namco,0.95,1.3,0.77,0.22,3.24
465,Super Mario Maker,3DS,2016,Platform,Nintendo,0.78,1.04,1.25,0.16,3.23
466,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
467,L.A. Noire,PS3,2011,Adventure,Rockstar Games,1.29,1.31,0.12,0.49,3.21
468,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
469,Mario Party 9,Wii,2012,Party,Nintendo,1.06,1.15,0.77,0.22,3.2
470,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
471,Baseball,NES,1985,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
472,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.03,1.6,0.05,0.51,3.19
473,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.19
474,Crisis Core: Final Fantasy VII,PSP,2008,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
475,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix,0.0,0.0,3.19,0.0,3.19
476,Assassin's Creed IV: Black Flag,PS4,2013,Action-Adventure,Ubisoft,1.07,1.55,0.06,0.51,3.19
477,Dance Central,X360,2010,Music,MTV Games,2.15,0.76,0.01,0.26,3.18
478,Assassin's Creed Odyssey,PS4,2018,Action-Adventure,Ubisoft,1.18,1.4,0.09,0.51,3.18
479,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
480,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Namco,2.06,0.56,0.38,0.17,3.17
481,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.54,1.04,0.1,0.49,3.17
482,Animal Crossing,GC,2002,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
483,FIFA 18,XOne,2017,Sports,EA Sports,0.98,1.92,0.0,0.23,3.14
484,FIFA Soccer 08,PS2,2007,Sports,EA Sports,0.68,0.0,0.0,2.46,3.14
485,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14
486,Personal Trainer: Cooking,DS,2008,Misc,Nintendo,0.91,1.01,1.03,0.17,3.13
487,Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.13
488,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
489,Rhythm Heaven,DS,2009,Music,Nintendo,0.55,0.5,1.93,0.14,3.12
490,Star Wars Episode I Racer,N64,1999,Racing,LucasArts,2.31,0.62,0.14,0.04,3.12
491,Dragon Quest IV,NES,1992,Role-Playing,Enix,0.08,0.0,3.03,0.01,3.12
492,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Bethesda Softworks,1.69,0.86,0.14,0.44,3.12
493,Tom Clancy's Ghost Recon Wildlands,PS4,2017,Shooter,Ubisoft,1.07,1.35,0.22,0.47,3.12
494,Resident Evil 6,PS3,2012,Action,Capcom,0.88,0.97,0.88,0.39,3.12
495,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
496,Titanfall,XOne,2014,Shooter,Electronic Arts,1.88,0.91,0.04,0.28,3.11
497,NBA 2K13,X360,2012,Sports,2K Sports,2.62,0.21,0.01,0.28,3.11
498,Bloodborne,PS4,2015,Role-Playing,Sony Computer Entertainment,1.3,1.05,0.28,0.48,3.11
499,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1
500,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
501,World Class Track Meet,NES,1987,Sports,Bandai,1.92,0.45,0.64,0.07,3.08
502,Madden NFL 2002,PS2,2001,Sports,EA Sports,2.5,0.16,0.01,0.42,3.08
503,LEGO Batman: The Videogame,Wii,2008,Adventure,Warner Bros. Interactive,1.8,0.98,0.0,0.29,3.08
504,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
505,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
506,Saints Row 2,X360,2008,Action,THQ,1.98,0.79,0.02,0.28,3.07
507,Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
508,Borderlands 2,X360,2013,Shooter,2K Games,1.89,0.88,0.04,0.26,3.06
509,LEGO Batman: The Videogame,DS,2008,Adventure,Warner Bros. Interactive,1.75,1.02,0.0,0.29,3.06
510,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.24,0.06,0.48,3.06
511,Kung Fu Panda,X360,2008,Platform,Activision,1.91,0.84,0.0,0.29,3.05
512,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,0.97,1.15,0.5,0.42,3.04
513,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04
514,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
515,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.46,3.02
516,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
517,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
518,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.58,0.08,0.47,3.02
519,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
520,Disney Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.23,3.02
521,inFAMOUS: Second Son,PS4,2014,Action-Adventure,Sony Computer Entertainment,1.35,1.09,0.07,0.5,3.01
522,WWE SmackDown! vs. Raw 2006,PS2,2005,Fighting,THQ,1.57,1.02,0.0,0.41,3.0
523,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
524,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.42,2.99
525,World Soccer Winning Eleven 6 International,PS2,2003,Sports,Konami,0.12,1.26,1.16,0.45,2.99
526,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
527,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
528,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
529,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.33,0.02,0.25,2.98
530,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.59,1.01,0.0,0.37,2.97
531,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
